PC1,PC2,risk_level
<<<<<<< HEAD
-0.09940155580006627,-0.7642997812609056,Low
-0.5825291908962699,-0.30916516323928345,Low
-0.5490120764504599,-0.34503373838978124,Low
-0.4625359444875329,-0.39654615716898683,Medium
0.07491386361408647,0.442987013575046,Low
1.6985552728606887,-0.5873936566225415,High
-0.6601092028013749,-0.2805348050198409,Low
0.05606005948933512,0.4553305317886627,Low
0.035760989696503986,0.4751946491023653,Low
-0.5577731085800908,-0.34019290247043926,Low
-0.4840757751628267,-0.39906966110721903,Low
0.008982003446292963,0.44864099305374705,Low
-0.52994942526531,-0.35626585178567305,Low
0.545774728760553,-0.0010704114463495062,Low
0.08381879088521565,0.44230963125471723,Low
-0.5687726875996686,-0.3395698140670791,Low
-0.01628039567066042,0.4846808029388979,Low
0.4585120935017193,0.02802931220424726,Low
-0.6106909526445603,-0.29622611130374626,Low
-0.47473511467027574,-0.35707417366873984,Medium
0.19435536460603853,0.393570486407522,Medium
-0.6071131930663689,-0.2651036646124866,Low
0.177248118415418,0.44768051094250383,Medium
1.7738282056574193,-0.8439753485699061,High
1.63622093927145,-0.6953860747601379,High
0.1999560206541725,0.3703069085977112,Low
0.8510099890227243,-0.13859596715023198,High
0.12021179220288791,0.4217518355630868,Low
0.007379602778774141,0.49060648219001834,Low
-0.46821285813900726,-0.35731268200236665,Medium
-0.3875224539624784,-0.42531876130047774,Medium
0.13781129212581034,0.4518751834761562,Medium
0.8225647123619073,-0.11626853912315088,High
0.10574812028730807,0.4258376534534888,Medium
-0.5740094874462708,-0.3168184199745886,Medium
-0.5813685370030773,-0.2843688566905316,Low
0.35553549912689664,0.3125175200849626,Medium
0.2568039322017418,0.35961338848398117,Medium
0.3208065580638728,0.30308912217962203,Medium
-0.08906246816772678,0.5662097632550828,Low
-0.021324226522774214,0.49607601493020026,Low
0.21036821047884913,0.3790385768333221,Medium
-0.5436495284131545,-0.34286739034374547,Low
0.10180605246696539,0.453228919291612,Low
-0.012104877365463729,0.46608084879060707,Low
0.2983675864100619,0.3787666732681255,Medium
-0.6408266361098733,-0.3048032449284993,Low
-0.562877286130328,-0.3545896468370081,Low
0.12881100946298019,0.4041036394132397,Low
0.054997353289926665,0.4255847073604534,Low
0.2150571488190932,0.3955008463386558,High
-0.6581462565316021,-0.2442770627182198,Low
-0.5452688817337088,-0.36003993185092964,Low
0.27074381568070083,0.35800745462583994,Medium
-0.006049500378468853,0.5117466473397381,Low
-0.1097420736754392,-0.7529722860800391,Low
-0.4637566896602661,-0.3917705545653788,Low
-0.49819110802568256,-0.3867024873984048,Low
-0.5770603309474318,-0.3610687725244326,Low
0.5899571427220283,-0.0028522071223974765,Low
-0.10975440797727465,-0.7768955676459982,Low
0.14623099863635491,0.4216970001956698,Medium
0.0784773263416636,0.42587349860271206,Medium
-0.5110398119464757,-0.3916065249093409,Low
0.3909415037330033,0.30462996728421776,Medium
2.161596592485239,-0.9747928683116196,High
-0.5754225839167221,-0.33910983228961367,Low
0.27220067237816314,0.37088372572588146,Low
-0.6217932833802149,-0.29449779308799895,Low
-0.49338984207712594,-0.3824891067302303,Low
-0.6946520992424206,-0.23484197555532793,Low
-0.6290638110230572,-0.29176304032763545,Low
0.10418286023177192,0.41193952608294837,Low
0.45718566207908706,0.05738888526009139,Low
-0.5584841997494572,-0.3602158572813515,Low
-0.07606725192478364,-0.7916478318620453,Low
-0.7092595530657324,-0.22770893169704587,Low
0.20666376015482724,0.4418864228175886,Medium
-0.580161396118826,-0.32026958332136884,Low
0.2129091972802467,0.37453711034571313,Medium
-0.6018852362620936,-0.3672604872826343,Low
1.553148978254691,-0.47341929458061144,High
0.2072219656411044,0.3666765851685688,High
-0.5178587335842495,-0.34139582045339534,Low
0.33165319951775707,0.32864782846837415,Medium
0.19171564294174936,0.36679524328589996,Medium
-0.5949997464488918,-0.31710779180253945,Low
-0.4549728626524223,-0.38539657101778163,Low
-0.6491337496908198,-0.2726647086046897,Low
0.10740033829595985,0.44203583820222037,Medium
