PC1,PC2,PC3,risk_level
-0.04203594738347505,0.5371922394673921,-0.08186975762386317,Low
-0.5442480100558967,-0.35861496643137936,-0.06384607906479742,Low
0.07459770700511409,0.4423129316804778,0.002493016061684783,Low
0.45374112084477547,0.016600630271604133,0.9775005554549174,Low
0.6134871205878833,0.1141860222982552,-0.7001682469802915,High
-0.62650991050726,-0.3252743047595462,0.10695625533002334,Low
-0.5429749989898109,-0.35061946570012764,-0.06316403574342272,Low
0.1858263319233069,0.41178268124925643,-0.2484617180337466,Medium
-0.5792791518268852,-0.33854494545817043,0.1283787615387436,Low
0.3389385681045822,0.32617572288447627,-0.16005171181042807,Medium
0.3511548427787019,0.31233356427402204,-0.1565685227196469,Medium
-0.6395895677726499,-0.26100140323674975,-0.022362567373755915,Low
0.11438662283998635,0.3944480358988026,0.1673505256386414,Low
1.9316241721901755,-0.8227869655726322,-0.29464722441067037,High
-0.6032579799708973,-0.32344750043440196,0.1158376663598818,Low
0.5963103372384835,-0.012360216179624295,0.8704156284681341,Low
0.01861240060015512,0.48971944440450677,-0.05436739406751606,Medium
0.1968377049785538,0.4165623464913667,-0.06281494225833884,Low
-0.5718065243555466,-0.3197789344236678,-0.00038923260960005424,Low
-0.5878949017550131,-0.32189740244938414,-0.08876226240360019,Low
0.17123227226841442,0.44909056270270775,-0.21080441477159756,Low
-0.5974806069272408,-0.31484904367730154,0.025389149888626172,Medium
-0.03549388173388279,-0.6534798672294708,-0.8232027410887983,High
-0.5513466062811139,-0.35735507643012293,0.024178781526039694,Medium
0.00705537778909493,0.5051331948787383,-0.007023588298601724,Low
0.4772413608019551,0.04115678486041402,0.8885234288994559,Low
-0.05151792633224872,0.5322845859474871,0.06839657340766325,Low
-0.5165691415743988,-0.3679866646212897,-0.11009837957369245,Low
0.28922202357633964,0.3348060812394692,-0.16438291774277114,High
-0.01920433418281592,0.525007763142502,0.023832234768166538,Low
0.22399841477568527,0.3587697619130882,-0.11846476870275027,Medium
0.30396574933067233,0.3304815437669298,-0.06311954416971743,Medium
-0.0920870215322992,0.5520277597667033,0.017640567369293425,Low
-0.5414728410611958,-0.3708504614681081,-0.01459219661766814,Low
1.2349857274353957,-0.2959809210847237,-0.9032716012423072,High
0.034681337173689486,0.434402063875883,0.13786452348641665,Low
0.05321832355883738,0.4738795269904291,-0.08990610776844812,Low
-0.04143926227515943,0.5224256631713112,0.02460701206342708,Low
1.3253166336866442,-0.46123630397207344,0.28007557369329283,High
0.5371745163419177,0.13737157819104467,-0.5304356475437091,High
0.1077771154841054,0.42873568700909037,0.06949437998546881,Low
-0.5368753636500798,-0.34924605564734224,-0.04700629534288511,Low
-0.6126452421153397,-0.28918125282501234,-0.05144481687945865,Low
0.17388395543446522,0.38511702948378723,-0.07046287519027192,Medium
2.1505632720722385,-0.9748845016604396,-0.29576991092064153,High
0.00691648621597285,0.4941924582470767,-0.01881931193961739,Low
1.5958864999887947,-0.6679299275993874,0.2528949247703034,High
-0.5965972364970148,-0.31817331602036947,0.05545411755424712,Low
0.1624062252420615,0.4304317831618024,-0.13218731483722665,Low
0.11063660303838663,0.4156003214793408,0.07309875211556172,Low
1.284826772695934,-0.35253975389526154,0.21275746346879343,High
-0.5103284610197164,-0.37770336866931564,0.005331659007924983,Low
-0.34411299178279553,-0.4528417900648851,-0.14451411535772118,Medium
-0.670346291556055,-0.25378808617555937,0.009565548631408405,Low
0.04115120792218807,0.43278934474876973,0.18975157189146508,Low
0.11869175975253221,0.41061645464745045,-0.03783410880879656,Medium
0.6739452512414006,0.03404952388896798,-0.2179179943294782,High
0.6956179099019011,-0.0583432314196049,0.6753602261250379,Medium
0.025634808836635548,0.48870330817330887,0.11341189708095711,Low
0.10716622412444887,0.4418728824024545,-0.07245870277643518,Low
0.16511867549422043,0.4468757930122039,-0.16227163464257438,Medium
0.03228007614309458,0.4851758847771085,-0.013632216836906741,Medium
-0.5279741976391877,-0.3380215068022422,-0.07366931080144823,Low
-0.6248945156640124,-0.28592718552175106,0.07491606628237446,Low
-0.004433819506420467,0.479485697906181,0.1354245387441474,Low
-0.41588048323342097,-0.4310225714098982,-0.13207708667410115,Medium
0.2471360645028342,0.3831948340818473,-0.13025635914008063,Medium
0.04223829853976857,0.42403217659540937,0.24365534952490553,Low
0.12282716386190506,0.44484908034289006,-0.0633983514239787,Low
0.6968921588955033,-0.09358850510530631,0.7922135445507259,Medium
0.10707209298255926,0.427373594733489,0.060100817112188676,Medium
0.2338127575428104,0.4009229325893283,-0.19447647465268372,Medium
-0.06659134629446684,0.5297553752915398,0.06424697929889162,Low
-0.5416776147194136,-0.35106511089330883,-0.011437556048047137,Low
-0.5417552600610915,-0.33621656143777856,-0.08971806381100877,Low
0.8995084650012888,0.009196961291153993,-0.4852598541366535,High
0.07447106744392573,0.43684481168521694,0.10012333625306447,Low
-0.5646268430258752,-0.32798551792866454,-0.01973105170193168,Low
0.06090649113082475,0.5011233447473551,0.013251050209648008,Low
-0.6857469425664027,-0.2364291191698641,-0.05658380099164759,Low
0.12114464164837457,0.44100984365557694,-0.10399408504993901,Medium
0.23562494893887498,0.3693433150646763,-0.06907125303962086,Medium
0.12147159734975443,0.42697921971069885,-0.015864509182018594,Low
-0.04000263992453357,0.5313497298091391,0.057403690929121176,Low
0.12481389819234034,0.40995907742586024,-0.02243921024038087,Low
0.29404375136622984,0.35026976200376847,-0.15843226239373603,Medium
-0.5889871279812373,-0.2956139126622358,-0.08764281926029296,Low
1.047888203655196,-0.2886545188575778,0.5933803502685498,Medium
-0.041611490898280534,0.5054100008558252,0.14079686067893693,Low
0.016723037251163475,0.4970830915350958,-0.017532196166969993,Low
-0.5589739922757833,-0.3350469579116717,0.03484087663733765,Low
-0.5379652147161192,-0.3628761118117,-0.015515214115667864,Low
-0.5408176685306738,-0.3710253884893244,0.06668830385186592,Low
-0.493987963043947,-0.38339213780286957,0.011524286301053344,Low
-0.6339207511578309,-0.27535323721406346,-0.09589830269619903,Low
-0.5949639362061969,-0.29958798117416663,-0.06709615357251528,Low
0.17735769656847644,0.37579377373827383,-0.047078133398435806,Medium
-0.3877609541228005,-0.43973665301061526,-0.23642668603601627,Medium
0.1397583938910335,0.4129507985475699,0.02688414011711615,Low
0.7214376960132876,-0.10493164603975791,0.8987198992516079,Medium
0.1730150938551931,0.40455740057366785,-0.05072597788823127,Medium
0.42732851609357225,0.2688728077325871,-0.16188695515672244,High
0.0056196100597678544,0.4587335765108561,0.2305624907139524,Low
-0.5454609812858443,-0.3463457606538085,0.06467784437416513,Low
0.04639425834972977,0.4609590071394395,0.013651595560354557,Low
2.0369533217822555,-0.9941431007378235,-0.23723462870635337,High
-0.5003445162818432,-0.3362193695915889,-0.2321268108089049,Medium
0.12708536969118844,0.4156597128333491,-0.03006585938464501,Low
-0.577681052313933,-0.3159259495295418,-0.09570961397358113,Low
2.0108192658455586,-0.9010991665536199,-0.3212360011672801,High
0.7164641578587221,-0.09342825418367207,0.6794179735221966,Medium
